State,Domain,Reporting Program,Measure Name,Measure Abbreviation,Rate Definition,FFY,Population,Methodology,State Rate,Number of States Reporting,Median,Bottom Quartile,Top Quartile,Notes,State Specific Comments,Source,Rate Used in Calculating State Mean and Median
Arkansas,Care of Acute and Chronic Conditions,Adult Core Set,PQI 08: Heart Failure Admission Rate: Age 18 and Older,PQI08-AD,"Inpatient Hospital Admissions for Heart Failure per 100,000 Beneficiary Months: Ages 18-64",2018,Medicaid & CHIP & Dual Eligibles,Administrative,46.5,25,24.8,34.6,19.1,,"Rate includes FFS and PCCM populations. State used proprietary index hospitalization coding to determine hospital admissions, used HEDIS 2018 value sets (Maternity, Maternity Diagnosis, Pregnancy, and Pregnancy Diagnosis) to identify obstetric exclusions, and did not implement the hospital transfer, gender, quarter, year, or county exclusions. Rate was audited by the state's data contractor.",Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.,Yes
Arkansas,Care of Acute and Chronic Conditions,Adult Core Set,PQI 15: Asthma in Younger Adults Admission Rate: Ages 18-39,PQI15-AD,"Inpatient Hospital Admissions for Asthma per 100,000 Beneficiary Months: Ages 18-39",2018,Medicaid & CHIP & Dual Eligibles,Administrative,8.1,26,6.8,8.6,4,,"Rate includes FFS and PCCM populations. State used proprietary index hospitalization coding to determine hospital admissions, used HEDIS 2018 value sets (Maternity, Maternity Diagnosis, Pregnancy, and Pregnancy Diagnosis) to identify obstetric exclusions, and did not implement the hospital transfer, gender, quarter, year, or county exclusions. Rate was audited by the state's data contractor.",Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.,Yes
Arkansas,Maternal and Perinatal Health,Adult Core Set,Contraceptive Care: Postpartum Women Ages 21-44,CCP-AD,Percentage of Postpartum Women Provided a Most Effective or Moderately Effective Method of Contraception Within 3 Days of Delivery: Ages 21-44,2018,Medicaid & CHIP & Dual Eligibles,Administrative,7.6,29,10.6,7.7,12.8,,Rates include FFS and PCCM populations. Rates were audited by the state's data contractor.,Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.,Yes
Arkansas,Maternal and Perinatal Health,Adult Core Set,Contraceptive Care: Postpartum Women Ages 21-44,CCP-AD,Percentage of Postpartum Women Provided a Most Effective or Moderately Effective Method of Contraception Within 60 Days of Delivery: Ages 21-44,2018,Medicaid & CHIP & Dual Eligibles,Administrative,13.2,29,39.4,32.2,45.7,,Rates include FFS and PCCM populations. Rates were audited by the state's data contractor.,Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.,Yes
Arkansas,Maternal and Perinatal Health,Adult Core Set,Contraceptive Care: Postpartum Women Ages 21-44,CCP-AD,Percentage of Postpartum Women Provided a Long-Acting Reversible Method of Contraception Within 3 Days of Delivery: Ages 21-44,2018,Medicaid & CHIP & Dual Eligibles,Administrative,0.0,29,0.8,0.4,1.9,,Rates include FFS and PCCM populations. Rates were audited by the state's data contractor.,Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.,Yes
Arkansas,Maternal and Perinatal Health,Adult Core Set,Contraceptive Care: Postpartum Women Ages 21-44,CCP-AD,Percentage of Postpartum Women Provided a Long-Acting Reversible Method of Contraception Within 60 Days of Delivery: Ages 21-44,2018,Medicaid & CHIP & Dual Eligibles,Administrative,2.5,29,12.9,8.5,15.3,,Rates include FFS and PCCM populations. Rates were audited by the state's data contractor.,Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.,Yes
Arkansas,Primary Care Access and Preventive Care,Adult Core Set,Cervical Cancer Screening: Ages 21-64,CCS-AD,Percentage of Women Screened for Cervical Cancer: Ages 21-64,2018,Medicaid & CHIP & Dual Eligibles,Administrative,37.1,40,56.1,50.2,61,,Rate includes FFS and PCCM populations. State did not use LOINC codes. Rate was audited by the state's data contractor.,Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.,Yes
Arkansas,Primary Care Access and Preventive Care,Adult Core Set,Chlamydia Screening in Women Ages 21-24,CHL-AD,Percentage of Sexually Active Women Screened for Chlamydia: Ages 21-24,2018,Medicaid & CHIP & Dual Eligibles,Administrative,60.9,38,60.8,55,67.2,,Rate includes FFS and PCCM populations. State applied optional exclusions. State did not use LOINC codes. Rate was audited by the state's data contractor.,Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.,Yes
California,Behavioral Health Care,Adult Core Set,Adherence to Antipsychotics for Individuals with Schizophrenia: Ages 19-64,SAA-AD,Percentage with Schizophrenia who were Dispensed and Remained on Antipsychotic Medication for at Least 80 Percent of their Treatment Period: Ages 19-64,2018,Medicaid,Administrative,56.7,33,57.7,54.4,64.9,,Rate includes FFS and managed care populations (26 MCOs). Rate excludes Medicare-Medicaid Dual Eligibles.,Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.,Yes
California,Behavioral Health Care,Adult Core Set,Antidepressant Medication Management: Age 18 and Older,AMM-AD,Percentage Diagnosed with Major Depression who were Treated with and Remained on Antidepressant Medication for 12 Weeks: Ages 18-64,2018,Medicaid,Administrative,46.7,33,50.3,47,52.6,,Rates include FFS and managed care populations (26 MCOs). Rates exclude Medicare-Medicaid Dual Eligibles.,Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.,Yes
California,Behavioral Health Care,Adult Core Set,Antidepressant Medication Management: Age 18 and Older,AMM-AD,Percentage Diagnosed with Major Depression who were Treated with and Remained on Antidepressant Medication for 6 Months: Ages 18-64,2018,Medicaid,Administrative,26.1,33,34.8,30.6,37.6,,Rates include FFS and managed care populations (26 MCOs). Rates exclude Medicare-Medicaid Dual Eligibles.,Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.,Yes
California,Behavioral Health Care,Adult Core Set,Diabetes Screening for People with Schizophrenia or Bipolar Disorder Who Are Using Antipsychotic Medications: Ages 18-64,SSD-AD,Percentage with Schizophrenia or Bipolar Disorder who were Dispensed an Antipsychotic Medication and had a Diabetes Screening Test: Ages 18-64,2018,Medicaid,Administrative,75.3,32,80.1,76.9,82.4,,Rate includes FFS and managed care populations (26 MCOs). Rate excludes Medicare-Medicaid Dual Eligibles.,Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.,Yes
California,Behavioral Health Care,Adult Core Set,Follow-up After Emergency Department Visit for Mental Illness or Alcohol and Other Drug Abuse or Dependence: Age 18 and Older,FUA/FUM-AD,Percentage of Emergency Department (ED) Visits for Mental Illness with a Follow-Up Visit Within 7 Days of the ED Visit: Ages 18-64,2018,Medicaid,Administrative,47.1,31,38.4,30.2,49.3,,Rates include FFS and managed care populations (26 MCOs). Rates exclude Medicare-Medicaid Dual Eligibles.,Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.,Yes
California,Behavioral Health Care,Adult Core Set,Follow-up After Emergency Department Visit for Mental Illness or Alcohol and Other Drug Abuse or Dependence: Age 18 and Older,FUA/FUM-AD,Percentage of Emergency Department (ED) Visits for Mental Illness with a Follow-Up Visit Within 30 Days of the ED Visit: Ages 18-64,2018,Medicaid,Administrative,59.1,31,54.5,45.3,59.3,,Rates include FFS and managed care populations (26 MCOs). Rates exclude Medicare-Medicaid Dual Eligibles.,Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.,Yes
California,Behavioral Health Care,Adult Core Set,Follow-up After Emergency Department Visit for Mental Illness or Alcohol and Other Drug Abuse or Dependence: Age 18 and Older,FUA/FUM-AD,Percentage of Emergency Department (ED) Visits for Alcohol and Other Drug Abuse or Dependence with a Follow-Up Visit Within 7 Days of the ED Visit: Ages 18-64,2018,Medicaid,Administrative,6.4,30,11.7,6.4,17.9,,Rates include FFS and managed care populations (26 MCOs). Rates exclude Medicare-Medicaid Dual Eligibles.,Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.,Yes
California,Behavioral Health Care,Adult Core Set,Follow-up After Emergency Department Visit for Mental Illness or Alcohol and Other Drug Abuse or Dependence: Age 18 and Older,FUA/FUM-AD,Percentage of Emergency Department (ED) Visits for Alcohol and Other Drug Abuse or Dependence with a Follow-Up Visit Within 30 Days of the ED Visit: Ages 18-64,2018,Medicaid,Administrative,10.7,30,17.1,10.7,27.5,,Rates include FFS and managed care populations (26 MCOs). Rates exclude Medicare-Medicaid Dual Eligibles.,Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.,Yes
California,Behavioral Health Care,Adult Core Set,Follow-Up After Hospitalization for Mental Illness: Age 21 and Older,FUH-AD,Percentage of Hospitalizations for Mental Illness with a Follow-Up Visit Within 7 Days of Discharge: Ages 21-64,2018,Medicaid,Administrative,54.4,43,38,30.5,51,,Rates include FFS and managed care populations (26 MCOs). Rates exclude Medicare-Medicaid Dual Eligibles.,Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.,Yes
California,Behavioral Health Care,Adult Core Set,Follow-Up After Hospitalization for Mental Illness: Age 21 and Older,FUH-AD,Percentage of Hospitalizations for Mental Illness with a Follow-Up Visit Within 30 Days of Discharge: Ages 21-64,2018,Medicaid,Administrative,67.0,42,58.6,51.1,67,,Rates include FFS and managed care populations (26 MCOs). Rates exclude Medicare-Medicaid Dual Eligibles.,Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.,Yes
California,Behavioral Health Care,Adult Core Set,Initiation and Engagement of Alcohol and Other Drug Abuse or Dependence Treatment: Age 18 and Older,IET-AD,Percentage with a New Episode of Alcohol Abuse or Dependence who Initiated Alcohol or Other Drug Treatment within 14 Days of the Diagnosis: Ages 18-64,2018,Medicaid,Administrative,28.2,32,38.8,36.3,41.5,,Rates include FFS and managed care populations (26 MCOs). Rates exclude Medicare-Medicaid Dual Eligibles.,Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.,Yes
California,Behavioral Health Care,Adult Core Set,Initiation and Engagement of Alcohol and Other Drug Abuse or Dependence Treatment: Age 18 and Older,IET-AD,Percentage with a New Episode of Alcohol Abuse or Dependence who Initiated and Engaged in Alcohol or Other Drug Treatment within 34 Days of the Initiation Visit: Ages 18-64,2018,Medicaid,Administrative,5.3,32,11.6,7.7,15.3,,Rates include FFS and managed care populations (26 MCOs). Rates exclude Medicare-Medicaid Dual Eligibles.,Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.,Yes
California,Behavioral Health Care,Adult Core Set,Initiation and Engagement of Alcohol and Other Drug Abuse or Dependence Treatment: Age 18 and Older,IET-AD,Percentage with a New Episode of Opioid Abuse or Dependence who Initiated Alcohol or Other Drug Treatment within 14 Days of the Diagnosis: Ages 18-64,2018,Medicaid,Administrative,37.9,32,46.3,38.4,56.7,,Rates include FFS and managed care populations (26 MCOs). Rates exclude Medicare-Medicaid Dual Eligibles.,Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.,Yes
California,Behavioral Health Care,Adult Core Set,Initiation and Engagement of Alcohol and Other Drug Abuse or Dependence Treatment: Age 18 and Older,IET-AD,Percentage with a New Episode of Opioid Abuse or Dependence who Initiated and Engaged in Alcohol or Other Drug Treatment within 34 Days of the Initiation Visit: Ages 18-64,2018,Medicaid,Administrative,12.6,32,25.4,13.6,35.6,,Rates include FFS and managed care populations (26 MCOs). Rates exclude Medicare-Medicaid Dual Eligibles.,Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.,Yes
California,Behavioral Health Care,Adult Core Set,Initiation and Engagement of Alcohol and Other Drug Abuse or Dependence Treatment: Age 18 and Older,IET-AD,Percentage with a New Episode of Other Drug Abuse or Dependence who Initiated Alcohol or Other Drug Treatment within 14 Days of the Diagnosis: Ages 18-64,2018,Medicaid,Administrative,33.6,32,38.5,34.7,40.9,,Rates include FFS and managed care populations (26 MCOs). Rates exclude Medicare-Medicaid Dual Eligibles.,Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.,Yes
California,Behavioral Health Care,Adult Core Set,Initiation and Engagement of Alcohol and Other Drug Abuse or Dependence Treatment: Age 18 and Older,IET-AD,Percentage with a New Episode of Other Drug Abuse or Dependence who Initiated and Engaged in Alcohol or Other Drug Treatment within 34 Days of the Initiation Visit: Ages 18-64,2018,Medicaid,Administrative,8.7,32,11.2,8.7,13.3,,Rates include FFS and managed care populations (26 MCOs). Rates exclude Medicare-Medicaid Dual Eligibles.,Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.,Yes
